time,Import T1 kWh,Import T2 kWh,Export T1 kWh,Export T2 kWh,L1 max W,L2 max W,L3 max W
2026-03-13 00:00,7446828,6195783,4638416,11088480,2300,1985,39
2026-03-14 00:00,7451796,6206937,4638416,11089464,3779,326,284
2026-03-15 00:00,7474816,6206937,4638727,11089464,1782,134,36
2026-03-16 00:00,7485828,6206937,4668377,11089464,2858,688,32
2026-03-17 00:00,7488637,6211031,4668377,11111312,2123,1020,147
2026-03-18 00:00,7494325,6219022,4668377,11112979,2838,1292,37
2026-03-19 00:00,7498366,6224126,4668377,11141312,1300,639,38
2026-03-20 00:00,7500335,6226428,4668377,11169883,2217,742,35
2026-03-21 00:00,7504421,6230863,4668377,11186380,3458,118,553
2026-03-22 00:00,7525781,6230863,4671068,11186380,1855,101,38
2026-03-23 00:00,7535513,6230863,4704646,11186380,2395,2011,36
2026-03-24 00:00,7537269,6235984,4704646,11207818,2759,801,40
2026-03-25 00:00,7541750,6242607,4704646,11210171,2615,1006,40
2026-03-26 00:00,7547264,6248719,4704646,11224802,3630,2446,37
2026-03-27 00:00,7556529,6255715,4704646,11250196,2839,1683,35
2026-03-28 00:00,7564414,6260142,4704646,11265765,3203,2499,248
2026-03-29 00:00,7575643,6260142,4722666,11265765,1739,2023,38
2026-03-30 00:00,7586241,6260142,4738765,11265765,1814,1605,36
2026-03-31 00:00,7593012,6264952,4738765,11282604,2060,125,37
2026-04-01 00:00,7599125,6268311,4738765,11310285,2454,103,39
2026-04-02 00:00,7605392,6271611,4738765,11345464,2315,2638,38
2026-04-03 00:00,7608170,6282357,4738765,11346720,3776,2945,2902
2026-04-04 00:00,7616503,6310202,4738765,11348844,4064,1125,1151
2026-04-05 00:00,7625627,6310202,4763957,11348844,1619,2002,504
2026-04-06 00:00,7626912,6310202,4793117,11348844,1613,1616,1090
2026-04-07 00:00,7631052,6310202,4817053,11348844,2020,743,70
